batch_name,instrument_name,batch_passed,reviewer_name,batch_collected_ts,review_start_ts,review_complete_ts,calibration_slope_morphine,calibration_slope_hydromorphone,calibration_slope_oxymorphone,calibration_slope_codeine,calibration_slope_hydrocodone,calibration_slope_oxycodone,calibration_intercept_morphine,calibration_intercept_hydromorphone,calibration_intercept_oxymorphone,calibration_intercept_codeine,calibration_intercept_hydrocodone,calibration_intercept_oxycodone,calibration_R2_morphine,calibration_R2_hydromorphone,calibration_R2_oxymorphone,calibration_R2_codeine,calibration_R2_hydrocodone,calibration_R2_oxycodone
b191966,sleepy,TRUE,Brad,2017-09-15T23:13:12Z,2017-09-16T11:03:56Z,2017-09-16T11:32:16Z,0.00651217,0.006583905,0.001522889,0.007213163,0.007077813,0.007050259,3.24635e-5,3.23939e-5,-9.19358e-6,6.85818e-5,2.52172e-5,-2.69104e-5,0.995182181,0.983931393,0.988890364,0.987190829,0.992685142,0.990704148
b168658,bashful,TRUE,Dave,2017-09-15T21:57:08Z,2017-09-16T09:16:24Z,2017-09-16T09:51:27Z,0.007196306,0.006826234,0.007515149,0.007518522,0.007413025,0.007831914,1.81663e-5,3.45933e-5,-1.51774e-5,-4.55244e-6,-4.51677e-5,3.45917e-5,0.997204048,0.981216496,0.99548124,0.997422033,0.995545762,0.9846854
b500774,dopey,TRUE,Elizabeth,2017-09-15T22:37:51Z,2017-09-16T10:08:43Z,2017-09-16T10:26:32Z,0.007137835,0.006933661,0.007659796,0.007036053,0.007117545,0.006725318,-1.08649e-5,4.04317e-5,1.00026e-5,-7.0532e-5,-7.68317e-6,1.91094e-5,0.991160638,0.992303409,0.981511699,0.984510807,0.993922522,0.981697255
b298926,dopey,TRUE,Brad,2017-09-15T23:03:35Z,2017-09-16T11:24:51Z,2017-09-16T12:07:10Z,0.006587691,0.006352215,0.006791821,0.006691647,0.006516922,0.007206537,-6.40758e-5,2.37543e-5,-2.16219e-5,9.24394e-6,-1.92559e-5,1.08279e-5,0.98767612,0.986096926,0.993005655,0.990652561,0.984479764,0.993691707
b280099,happy,TRUE,Charles,2017-09-15T23:11:21Z,2017-09-16T11:40:07Z,2017-09-16T12:13:57Z,0.006567928,0.007287574,0.006818309,0.007140636,0.007243587,0.007544369,-3.16416e-5,-3.94015e-5,-5.3738e-5,-5.81096e-6,-1.05402e-5,3.59927e-5,0.996370278,0.994660459,0.986177274,0.996806371,0.987061251,0.991824215
b619380,happy,TRUE,Frank,2017-09-15T22:49:22Z,2017-09-16T12:43:35Z,2017-09-16T13:11:13Z,0.006500916,0.007456918,0.007162869,0.007082459,0.007428321,0.007635048,-3.3901e-5,-3.07478e-5,5.34106e-5,1.92376e-5,-1.8276e-6,3.98981e-5,0.983850515,0.984593372,0.981091662,0.987136215,0.990490467,0.989585938
b884899,dopey,TRUE,Dave,2017-09-16T00:02:23Z,2017-09-16T10:44:03Z,2017-09-16T11:19:51Z,0.007075893,0.006865034,0.00720305,0.006584881,0.006846062,0.006957882,2.36539e-5,-1.37709e-5,4.37816e-5,2.75815e-6,2.52297e-5,3.67424e-6,0.996572603,0.997913834,0.993123794,0.987798768,0.983005472,0.982490573
b281121,sleepy,TRUE,Frank,2017-09-16T00:42:17Z,2017-09-16T13:40:27Z,2017-09-16T14:19:37Z,0.007116216,0.007428687,0.001143725,0.007078143,0.007104693,0.006622483,-1.36707e-5,-2.49103e-5,6.35966e-6,-5.48005e-5,3.84084e-5,-3.07308e-5,0.991174828,0.988891997,0.987515197,0.987066908,0.985930019,0.980900025
b683396,bashful,TRUE,Frank,2017-09-15T23:21:59Z,2017-09-16T13:15:55Z,2017-09-16T13:33:01Z,0.006851439,0.007584655,0.00747159,0.006481637,0.007140641,0.00688423,-1.93709e-5,4.35278e-5,-2.78528e-5,-3.09326e-5,2.64027e-6,-1.46336e-5,0.995235604,0.991235279,0.98933011,0.985536158,0.99119187,0.998414343
b589035,bashful,TRUE,Elizabeth,2017-09-15T20:36:49Z,2017-09-16T12:28:22Z,2017-09-16T12:46:16Z,0.006426976,0.007033984,0.007189403,0.007164546,0.006815811,0.006408986,1.40798e-5,6.97003e-6,7.03914e-5,-1.62707e-5,-2.05795e-5,7.13941e-5,0.980024185,0.986508417,0.98382828,0.986136861,0.995822316,0.985464262
b243700,bashful,TRUE,Elizabeth,2017-09-16T22:19:56Z,2017-09-17T11:23:00Z,2017-09-17T11:58:14Z,0.007090326,0.007468923,0.00663614,0.007057636,0.006457867,0.007009451,-5.53864e-5,3.73877e-6,-5.04631e-6,5.45101e-6,-1.61737e-5,5.4932e-5,0.98843100800000006,0.987016592,0.9951676,0.992098934,0.981845005,0.98090679
b522832,grumpy,TRUE,Frank,2017-09-16T20:17:18Z,2017-09-17T13:44:01Z,2017-09-17T14:19:21Z,0.006516847,0.007061873,0.007511594,0.006917111,0.006664981,0.007088353,8.92594e-6,-4.16318e-6,-4.40611e-6,-8.67569e-6,2.30409e-5,-4.43524e-5,0.98322393,0.981348307,0.996130785,0.995520981,0.985738927,0.994304012
b686635,dopey,TRUE,Frank,2017-09-16T23:01:44Z,2017-09-17T09:17:16Z,2017-09-17T09:51:14Z,0.007078665,0.006963107,0.006665153,0.007219655,0.006355834,0.006757266,4.02823e-7,1.31937e-5,-3.9102e-5,5.64268e-5,-3.56967e-5,-4.27925e-5,0.988807013,0.988782101,0.988027827,0.985980082,0.993863781,0.981229085
b321069,sneezy,TRUE,Alice,2017-09-16T20:09:50Z,2017-09-17T09:35:56Z,2017-09-17T10:16:37Z,0.007195479,0.007221115,0.007132696,0.007057811,0.007564315,0.006863516,1.81026e-5,-6.56311e-5,-6.35766e-6,3.45247e-5,2.58814e-5,-5.47647e-6,0.994855526,0.989322114,0.993636378,0.994980623,0.991020625,0.998337161
b119543,grumpy,TRUE,Brad,2017-09-16T23:34:21Z,2017-09-17T09:22:16Z,2017-09-17T09:48:19Z,0.007089263,0.006973262,0.007685045,0.006746822,0.007101615,0.007579005,3.84246e-5,-4.83616e-5,-1.50787e-5,9.70266e-6,5.07445e-6,-1.60004e-5,0.992567238,0.983878205,0.99660241,0.983812213,0.983203484,0.990638063
b385360,dopey,TRUE,Elizabeth,2017-09-16T20:09:01Z,2017-09-17T13:54:34Z,2017-09-17T14:27:14Z,0.0070473,0.006986648,0.007171838,0.007030338,0.006833098,0.006423415,-7.00063e-6,2.12828e-5,-8.6519e-5,5.86349e-5,4.7581e-5,3.60311e-5,0.983801063,0.992083884,0.983702216,0.985420909,0.988105831,0.991605101
b601542,grumpy,TRUE,Frank,2017-09-16T20:39:36Z,2017-09-17T13:17:39Z,2017-09-17T13:46:44Z,0.003696647,0.003609536,0.003878236,0.003827511,0.00364609,0.003337648,-7.94771e-7,1.20203e-5,-8.60875e-6,6.6786e-6,4.68218e-7,3.0626e-5,0.993348466,0.995517445,0.994596425,0.982390784,0.99900021,0.989895054
b894068,sleepy,TRUE,Elizabeth,2017-09-17T01:57:38Z,2017-09-17T13:20:51Z,2017-09-17T13:46:37Z,0.006697871,0.006536853,0.001351126,0.007559287,0.006847984,0.006621773,1.42763e-5,-2.03791e-5,9.96762e-6,5.538e-5,-1.34376e-5,2.37461e-5,0.990299951,0.995248256,0.993435322,0.989181632,0.995083981,0.985363264
b275610,doc,TRUE,Frank,2017-09-16T23:33:34Z,2017-09-17T11:09:10Z,2017-09-17T11:40:10Z,0.006215907,0.007245155,0.007871385,0.008487102,0.007583609,0.00812179,-1.27627e-5,3.47168e-5,-2.63978e-5,-3.90631e-7,-1.97183e-5,-5.23613e-5,0.991839321,0.984809281,0.988053674,0.996786026,0.994669494,0.985230203
b852776,doc,TRUE,Frank,2017-09-16T23:38:58Z,2017-09-17T09:44:53Z,2017-09-17T10:12:11Z,0.008845402,0.008239027,0.00881417,0.008504431,0.00830883,0.007483569,4.97388e-5,-7.13524e-5,1.80654e-5,-6.5936e-6,8.55326e-6,2.6824e-5,0.984977653,0.984076158,0.990513666,0.991686706,0.986011649,0.997626147
b520408,happy,TRUE,Alice,2017-09-16T21:07:58Z,2017-09-17T13:51:46Z,2017-09-17T14:36:04Z,0.007207753,0.006868324,0.006305242,0.006577942,0.006886823,0.00759069,-1.63555e-5,-5.75804e-5,3.00139e-5,9.70404e-6,9.1943e-6,1.23698e-5,0.992158571,0.989631194,0.985165333,0.992247594,0.997556249,0.987073754
b841542,doc,TRUE,Brad,2017-09-17T01:52:34Z,2017-09-17T10:59:25Z,2017-09-17T11:21:24Z,0.007894146,0.008147929,0.008155062,0.007939864,0.008391242,0.009161458,-3.00509e-5,-2.79083e-5,1.92613e-5,2.4457e-5,-1.8332e-5,1.01772e-6,0.992419213,0.989678671,0.987818051,0.987760158,0.985385323,0.998591255
b858078,bashful,TRUE,Elizabeth,2017-09-17T00:48:02Z,2017-09-17T11:54:53Z,2017-09-17T12:27:59Z,0.006970475,0.007115226,0.007373615,0.007864701,0.006669535,0.006999854,1.7656e-5,-1.421e-5,-2.37464e-5,3.25631e-5,-9.25062e-6,-3.63337e-5,0.985406207,0.981540242,0.99042763,0.981635686,0.988501725,0.984634703
b306580,bashful,TRUE,Alice,2017-09-16T22:07:56Z,2017-09-17T11:20:06Z,2017-09-17T11:53:44Z,0.00700495,0.007139128,0.006779931,0.006616562,0.007268797,0.006614009,-6.65622e-5,7.44509e-6,8.36315e-6,1.66561e-5,1.19358e-5,7.86856e-7,0.982110111,0.989116395,0.991956494,0.983174285,0.996186302,0.984637371
b175474,happy,TRUE,Elizabeth,2017-09-16T21:12:46Z,2017-09-17T11:10:42Z,2017-09-17T11:49:40Z,0.007205149,0.006172853,0.006727055,0.006568401,0.007527546,0.007868713,-1.13011e-5,5.11302e-6,-7.44256e-6,-2.66838e-5,2.50027e-5,1.68961e-5,0.991197627,0.995406741,0.990228906,0.984383525,0.993793911,0.99209448
b186428,sneezy,TRUE,Alice,2017-09-16T20:31:52Z,2017-09-17T09:40:28Z,2017-09-17T09:58:07Z,0.006663177,0.007074346,0.007564393,0.006690419,0.006875383,0.00795111,-9.11452e-6,5.33644e-6,3.14621e-5,2.56439e-5,3.56226e-5,3.93498e-5,0.995703852,0.991704945,0.985218818,0.991838753,0.980800591,0.988529294
b197021,happy,TRUE,Alice,2017-09-17T00:00:02Z,2017-09-17T09:58:26Z,2017-09-17T10:41:57Z,0.006945585,0.007096781,0.006842128,0.007094533,0.007305698,0.006745249,-4.28184e-5,2.35592e-6,5.73019e-5,2.65181e-6,1.69128e-5,2.48234e-5,0.987158287,0.994780522,0.986858266,0.989203451,0.996097091,0.983993571
b508894,doc,TRUE,Brad,2017-09-16T20:45:32Z,2017-09-17T13:16:26Z,2017-09-17T13:47:48Z,0.00764682,0.008446966,0.007661741,0.009816419,0.008131314,0.007487778,5.60647e-5,-4.14016e-6,-3.54337e-5,-1.03771e-5,2.82695e-5,4.11282e-5,0.985125663,0.990837345,0.988211656,0.998756287,0.992848829,0.9888528
b126144,dopey,TRUE,Elizabeth,2017-09-17T00:00:08Z,2017-09-17T13:09:59Z,2017-09-17T13:28:17Z,0.007551852,0.006922194,0.007315416,0.006962271,0.006583388,0.007032986,-1.13336e-6,1.57539e-6,8.74587e-6,4.34902e-5,-6.22389e-7,4.984e-5,0.981745878,0.994425205,0.99090457,0.990944286,0.994301017,0.9852901
b506515,bashful,TRUE,Brad,2017-09-17T01:31:48Z,2017-09-17T11:29:38Z,2017-09-17T11:51:17Z,0.006735973,0.007115857,0.007140838,0.006921506,0.006321797,0.007542661,5.37352e-5,3.29891e-5,2.65285e-5,-3.73002e-5,1.38159e-5,1.37514e-5,0.983684213,0.98956701,0.984364349,0.985786497,0.99823151,0.982514361
b783856,sleepy,TRUE,Brad,2017-09-17T22:09:20Z,2017-09-18T09:37:59Z,2017-09-18T10:00:13Z,0.006417443,0.006900199,0.001458022,0.006691478,0.007081311,0.007034707,-4.5938e-5,2.54023e-5,4.54975e-6,-4.40444e-5,-3.42709e-5,1.07169e-5,0.988511752,0.986822721,0.989142285,0.981344529,0.987529053,0.99001642
b297326,bashful,TRUE,Brad,2017-09-17T20:33:57Z,2017-09-18T13:21:40Z,2017-09-18T14:01:51Z,0.006415233,0.007289538,0.006905612,0.006904661,0.007316024,0.007417976,-2.64227e-5,3.66578e-6,2.02988e-6,-4.10738e-5,5.11635e-5,3.46231e-6,0.992367338,0.992485632,0.997348322,0.985044051,0.991950325,0.99571018
b628811,sleepy,TRUE,Elizabeth,2017-09-17T20:34:56Z,2017-09-18T11:07:22Z,2017-09-18T11:33:53Z,0.006672686,0.006951671,0.001401375,0.006427335,0.006740072,0.006988271,2.25348e-6,-1.25563e-5,-3.50941e-6,6.09457e-6,4.04925e-5,-2.04292e-5,0.996735422,0.997898802,0.999094159,0.988049412,0.990196835,0.989308223
b391147,grumpy,TRUE,Charles,2017-09-17T20:49:08Z,2017-09-18T09:59:18Z,2017-09-18T10:18:11Z,0.007593792,0.00684608,0.007372264,0.006995805,0.007054892,0.007326322,-2.593e-5,1.32266e-5,-5.86551e-6,3.51523e-5,-1.7674e-5,6.16085e-5,0.992875091,0.985559785,0.981237542,0.989375584,0.989978227,0.988261013
b809656,sneezy,TRUE,Brad,2017-09-17T22:17:29Z,2017-09-18T10:29:59Z,2017-09-18T10:52:45Z,0.00722713,0.006356895,0.007046019,0.00779577,0.006718484,0.00694447,-1.21368e-5,-5.24264e-5,-8.80405e-6,-8.44431e-7,5.95857e-6,3.73618e-5,0.990565432,0.980084768,0.982285411,0.990265687,0.98356614,0.988386564
b173526,bashful,TRUE,Elizabeth,2017-09-18T00:30:44Z,2017-09-18T11:41:51Z,2017-09-18T12:13:24Z,0.007094571,0.00695627,0.007121081,0.006512286,0.007506658,0.007616718,9.11747e-6,4.57087e-5,5.17374e-5,3.99847e-5,7.4606e-6,9.95202e-6,0.988678184,0.987518348,0.984526615,0.98628215,0.987166865,0.983692199
b423686,doc,TRUE,Frank,2017-09-17T23:00:41Z,2017-09-18T13:39:48Z,2017-09-18T13:59:52Z,0.007522938,0.007254062,0.009352149,0.008379091,0.008623482,0.008115641,2.65496e-5,-2.00598e-5,-1.99713e-6,3.7374e-5,-5.4786e-5,-4.79494e-5,0.991917367,0.986734389,0.984743863,0.982107672,0.988010898,0.989560388
b179467,sneezy,TRUE,Alice,2017-09-17T22:11:48Z,2017-09-18T09:48:48Z,2017-09-18T10:08:02Z,0.0077756,0.007248046,0.006367801,0.006928549,0.007146224,0.007075012,1.99393e-5,-3.90644e-5,1.38203e-6,9.92364e-6,-3.53012e-5,4.31353e-5,0.988475811,0.989982749,0.989886501,0.987251651,0.993180721,0.992432245
b729122,grumpy,TRUE,Dave,2017-09-17T22:38:43Z,2017-09-18T10:59:50Z,2017-09-18T11:15:05Z,0.007371234,0.007077812,0.006950263,0.007309027,0.007128405,0.006190899,-4.9212e-5,-2.87877e-5,-2.31938e-5,-2.88792e-6,-3.46816e-5,-1.36471e-5,0.992229048,0.994851443,0.985698066,0.992109603,0.993188547,0.987501321
b586709,grumpy,TRUE,Frank,2017-09-18T01:27:37Z,2017-09-18T10:40:45Z,2017-09-18T11:06:39Z,0.007441418,0.007336103,0.00774103,0.007422784,0.007032972,0.005967987,5.3057200000000004e-06,6.99722e-5,1.70548e-5,1.82115e-5,1.30997e-5,8.00218e-6,0.99046066,0.980321539,0.994011538,0.992563319,0.994866208,0.984289876
b153328,grumpy,TRUE,Frank,2017-09-18T00:49:56Z,2017-09-18T12:12:26Z,2017-09-18T12:32:35Z,0.007038287,0.007517804,0.006995673,0.007047648,0.00690333,0.006772461,-1.20031e-6,4.17088e-5,4.88219e-5,2.58514e-5,-7.56183e-6,9.92115e-7,0.985005179,0.988465833,0.993899567,0.994918207,0.98872283,0.997163209
b402962,dopey,TRUE,Charles,2017-09-17T21:12:56Z,2017-09-18T13:33:51Z,2017-09-18T13:56:25Z,0.007062207,0.006575156,0.006898183,0.006764499,0.007147484,0.007206517,7.92499e-6,2.16222e-5,-2.94803e-5,-1.77807e-5,1.40256e-5,6.10298e-6,0.988770702,0.995675187,0.992486827,0.996567341,0.997782683,0.982338368
b223207,sleepy,TRUE,Frank,2017-09-17T21:00:22Z,2017-09-18T13:34:33Z,2017-09-18T13:51:07Z,0.006754125,0.007694174,0.001395688,0.006457546,0.0070365,0.007305881,4.06237e-5,-3.51979e-5,5.34714e-6,-1.54445e-5,-5.07808e-5,4.42304e-7,0.987061473,0.995726502,0.988768582,0.982783161,0.984029691,0.988887973
b604013,sneezy,TRUE,Charles,2017-09-17T21:14:15Z,2017-09-18T09:39:24Z,2017-09-18T10:17:20Z,0.007016142,0.006914151,0.00643075,0.006865029,0.007172161,0.007291597,1.52513e-6,4.66942e-5,-1.44682e-5,3.54994e-6,-4.19284e-5,-4.35299e-6,0.991114643,0.990833053,0.990251265,0.986140743,0.988290892,0.994624763
b513758,dopey,TRUE,Alice,2017-09-18T00:53:57Z,2017-09-18T11:01:46Z,2017-09-18T11:41:54Z,0.006405464,0.006838526,0.007075758,0.007143215,0.007263053,0.00673592,-4.32438e-5,4.38902e-5,-8.00199e-5,-2.58927e-5,4.14913e-5,7.74899e-5,0.987339304,0.994149467,0.987089981,0.986294529,0.982271556,0.983163955
b600060,doc,TRUE,Charles,2017-09-17T20:04:46Z,2017-09-18T09:37:41Z,2017-09-18T10:08:58Z,0.007314276,0.008441664,0.008940215,0.007674284,0.008627584,0.008463928,5.26499e-5,-6.35673e-5,-3.18641e-5,9.71753e-6,-3.99229e-5,2.8317e-5,0.984387985,0.989967866,0.982147447,0.98494377,0.984619701,0.982930661
b871642,sneezy,TRUE,Frank,2017-09-17T20:39:13Z,2017-09-18T11:06:09Z,2017-09-18T11:44:54Z,0.007248192,0.007328073,0.006681092,0.006935512,0.006714565,0.007454152,-7.32383e-5,5.00932e-5,-1.22029e-5,-4.99949e-6,-2.70077e-5,-3.6018e-5,0.987442305,0.981172138,0.988589639,0.983487002,0.987391227,0.987301108
b330919,dopey,TRUE,Charles,2017-09-17T21:27:04Z,2017-09-18T13:05:17Z,2017-09-18T13:40:08Z,0.007089287,0.007068043,0.007644079,0.006960432,0.006623609,0.007104441,-1.65543e-5,2.36186e-5,1.35618e-5,-6.7918e-6,-1.65681e-5,1.75161e-5,0.989546662,0.997112449,0.985211047,0.99260736,0.982616082,0.981455639
b321723,doc,TRUE,Dave,2017-09-18T01:25:38Z,2017-09-18T11:35:16Z,2017-09-18T12:13:33Z,0.007470721,0.007914823,0.008091976,0.006916754,0.007708478,0.00832211,5.41512e-5,1.16083e-5,2.07458e-5,2.38401e-5,-1.59704e-5,7.16396e-5,0.981122879,0.981739352,0.98271677,0.987886953,0.990988412,0.988341625
b179448,happy,TRUE,Alice,2017-09-17T20:26:23Z,2017-09-18T13:19:27Z,2017-09-18T13:57:57Z,0.00722861,0.006698122,0.007315455,0.007398281,0.007405093,0.007088496,-1.34219e-6,-3.77614e-5,-8.38368e-6,-3.17672e-5,1.15136e-5,2.64416e-6,0.998533428,0.985049783,0.98443827,0.983782654,0.991660574,0.983451289
b768001,bashful,TRUE,Charles,2017-09-18T23:31:34Z,2017-09-19T12:17:42Z,2017-09-19T12:47:34Z,0.006988835,0.007196315,0.006774848,0.007413543,0.006844479,0.007449801,-2.8985e-5,-1.03419e-5,1.26399e-5,2.69444e-5,-3.91161e-6,2.52905e-5,0.987962502,0.993309113,0.990979531,0.994093707,0.991585013,0.993280909
b854533,doc,TRUE,Frank,2017-09-18T20:04:03Z,2017-09-19T10:37:06Z,2017-09-19T11:21:39Z,0.009084352,0.007664144,0.008206307,0.009615863,0.010995683,0.008077123,6.2001e-5,-3.06773e-5,3.86299e-6,-3.72603e-5,0,4.35451e-5,0.984223571,0.993510601,0.993343017,0.983543965,1,0.989799754
b782909,sneezy,TRUE,Elizabeth,2017-09-18T20:12:19Z,2017-09-19T12:04:59Z,2017-09-19T12:21:30Z,0.007035838,0.007097427,0.007151335,0.006645592,0.007013597,0.007030797,-3.23538e-5,-5.46645e-5,-2.51981e-6,-9.18485e-6,3.83745e-5,4.14694e-5,0.988238191,0.98664901,0.995202238,0.986405124,0.990642428,0.989906654
b211256,grumpy,TRUE,Alice,2017-09-19T00:58:10Z,2017-09-19T09:04:24Z,2017-09-19T09:33:10Z,0.007532584,0.007119825,0.006477391,0.00719087,0.006216655,0.007177511,4.97313e-5,3.33539e-5,-3.88743e-5,2.10537e-5,-2.39175e-5,4.62578e-5,0.98208494,0.995907359,0.98191344,0.99562636,0.990686064,0.991407815
b657130,bashful,TRUE,Elizabeth,2017-09-18T21:26:17Z,2017-09-19T13:21:17Z,2017-09-19T13:44:17Z,0.007312618,0.007331476,0.006310996,0.007194367,0.006240281,0.006694487,1.73524e-5,-3.81031e-5,2.46497e-6,-8.703e-6,5.73744e-5,3.42329e-5,0.995292545,0.989592635,0.985856373,0.985722905,0.98138758,0.989710876
b502214,sneezy,TRUE,Brad,2017-09-18T21:24:22Z,2017-09-19T11:30:08Z,2017-09-19T12:10:08Z,0.007115897,0.007120102,0.007193575,0.007094898,0.007055921,0.007226073,3.89582e-5,2.05641e-5,-1.22289e-5,4.22815e-5,1.80664e-5,1.64558e-5,0.996611038,0.995971424,0.993319025,0.985273642,0.992520489,0.982443617
b692261,sleepy,TRUE,Elizabeth,2017-09-19T01:17:27Z,2017-09-19T09:43:59Z,2017-09-19T10:06:43Z,0.006477394,0.007976269,0.001348368,0.007185779,0.006210198,0.006930071,-3.50453e-5,-3.91697e-5,-7.18146e-7,-7.48516e-5,-4.27919e-6,7.44096e-6,0.985567477,0.984253475,0.991381784,0.982399022,0.990133902,0.992996665
b182083,sleepy,TRUE,Alice,2017-09-18T21:36:24Z,2017-09-19T13:41:47Z,2017-09-19T14:20:37Z,0.007377158,0.0070611,0.00135331,0.006589209,0.006994503,0.006503665,5.33511e-6,1.03614e-5,3.76345e-6,-1.86917e-5,3.7105e-5,2.77393e-5,0.995301834,0.999364351,0.992957728,0.98419329,0.990418253,0.993577424
b258637,grumpy,TRUE,Frank,2017-09-19T00:18:08Z,2017-09-19T13:04:22Z,2017-09-19T13:32:38Z,0.006661505,0.007019017,0.007411299,0.006211882,0.007262107,0.007316633,8.62445e-6,2.73673e-5,2.43913e-5,-2.473e-5,3.1875500000000003e-05,-1.99209e-5,0.982811207,0.988568422,0.997014023,0.994045042,0.992725463,0.989667023
b790532,grumpy,TRUE,Elizabeth,2017-09-18T22:38:07Z,2017-09-19T13:52:31Z,2017-09-19T14:31:12Z,0.007423402,0.007073645,0.007174455,0.00727578,0.007699464,0.007929129,-2.65607e-5,8.41988e-6,-1.52812e-5,5.47355e-5,-4.53087e-5,2.51968e-5,0.997019486,0.983988988,0.981385208,0.983292946,0.987974702,0.994915359
b545320,happy,TRUE,Dave,2017-09-18T23:05:50Z,2017-09-19T12:47:37Z,2017-09-19T13:27:30Z,0.007252348,0.007715354,0.007326017,0.007038426,0.006927755,0.007418871,2.92215e-5,1.20827e-5,-2.59965e-5,-4.02529e-5,9.53537e-6,-2.60929e-5,0.991521752,0.994620854,0.994842711,0.980018362,0.991900104,0.997121319
b326606,doc,TRUE,Alice,2017-09-19T01:43:36Z,2017-09-19T09:02:46Z,2017-09-19T09:31:55Z,0.007107363,0.006726747,0.006843927,0.008838449,0.008450791,0.007648396,-3.09476e-5,-6.71675e-6,0,-2.08916e-5,-1.62505e-5,-1.12592e-5,0.982714344,0.99195927,1,0.982197499,0.994611062,0.98549665
b694167,sneezy,TRUE,Alice,2017-09-19T00:28:10Z,2017-09-19T09:08:36Z,2017-09-19T09:52:41Z,0.007188027,0.007129151,0.006899725,0.007796108,0.006984298,0.006824711,2.26904e-5,-7.34347e-5,-2.74446e-5,3.21948e-5,-2.08471e-6,4.69683e-5,0.993358541,0.982839976,0.99018282,0.982599592,0.995802838,0.993648391
b371170,grumpy,TRUE,Alice,2017-09-18T23:00:05Z,2017-09-19T12:49:31Z,2017-09-19T13:10:20Z,0.006678256,0.007572073,0.007243636,0.007018231,0.006478464,0.007157995,1.17328e-6,-1.86367e-5,-8.66644e-6,1.75044e-5,3.70788e-5,2.59227e-6,0.986075387,0.998078096,0.996544266,0.994208441,0.99513625000000006,0.995511545
b482145,grumpy,TRUE,Dave,2017-09-18T22:24:49Z,2017-09-19T13:44:54Z,2017-09-19T14:03:37Z,0.007540831,0.007266378,0.006911234,0.006743517,0.007155694,0.006871095,-1.49814e-5,4.03064e-5,4.83099e-5,-9.10592e-6,-3.60256e-5,2.39882e-5,0.993179046,0.98902559,0.986254156,0.988938815,0.991399757,0.994300806
b823650,sleepy,TRUE,Elizabeth,2017-09-18T20:05:40Z,2017-09-19T09:43:40Z,2017-09-19T10:16:25Z,0.006720803,0.007111819,0.001388741,0.00732338,0.007411166,0.006771618,1.31503e-5,6.24323e-5,-4.18454e-6,-6.3603e-5,1.63037e-5,3.25473e-5,0.983835028,0.984267939,0.983047556,0.989349197,0.999130947,0.99257126
b280073,grumpy,TRUE,Dave,2017-09-19T01:18:11Z,2017-09-19T11:53:44Z,2017-09-19T12:23:42Z,0.0072315,0.006878457,0.006445532,0.006578461,0.007754536,0.006927088,-1.17149e-5,-1.78958e-5,-2.99086e-5,-3.61654e-5,-1.12846e-5,-5.93673e-5,0.995930056,0.991324648,0.993987823,0.990333772,0.986133098,0.992461944
b635041,happy,TRUE,Dave,2017-09-19T01:47:15Z,2017-09-19T10:35:42Z,2017-09-19T11:09:51Z,0.006584483,0.007285037,0.006498695,0.007663111,0.007534066,0.007300083,9.05205e-6,2.32212e-5,6.3837e-7,-4.74493e-5,-1.64362e-5,2.27279e-5,0.989488496,0.98146544,0.99000533,0.983560204,0.993187654,0.995388972
b847202,grumpy,TRUE,Frank,2017-09-19T00:08:31Z,2017-09-19T11:39:40Z,2017-09-19T12:02:18Z,0.007232389,0.006589459,0.007455639,0.006884418,0.006844973,0.00684757,-3.58151e-5,5.3743e-5,-9.48673e-6,1.61746e-5,1.4843e-5,-2.80991e-5,0.984773577,0.98899965,0.990696841,0.997485231,0.991545532,0.995264879
b124225,bashful,TRUE,Brad,2017-09-19T01:46:35Z,2017-09-19T10:59:07Z,2017-09-19T11:36:49Z,0.006551633,0.006867237,0.006614911,0.007233074,0.007250281,0.006888681,-2.83306e-5,-1.35414e-5,-6.70641e-6,4.43977e-5,-2.61423e-5,3.21213e-5,0.99134911,0.987450804,0.995165119,0.983862179,0.98604601,0.984356817
b274648,happy,TRUE,Elizabeth,2017-09-19T21:01:58Z,2017-09-20T13:48:13Z,2017-09-20T14:26:58Z,0.006779116,0.007097954,0.007370422,0.007357283,0.007113595,0.007479592,9.17602e-6,-3.74155e-5,5.33436e-5,-1.52864e-5,-5.2580900000000003e-05,6.56735e-6,0.994191089,0.995392961,0.990674903,0.997413379,0.980306454,0.989246102
b841878,happy,TRUE,Alice,2017-09-19T22:57:24Z,2017-09-20T11:22:09Z,2017-09-20T11:46:43Z,0.00738466,0.006791586,0.006420537,0.006471742,0.007487598,0.00704326,-9.7523e-6,5.34914e-5,-7.96734e-6,9.04284e-6,1.92324e-6,1.38254e-5,0.988480829,0.989212195,0.988386155,0.994497356,0.997148789,0.994180939
b352554,bashful,TRUE,Brad,2017-09-20T00:08:44Z,2017-09-20T12:37:59Z,2017-09-20T12:57:47Z,0.007594859,0.006471622,0.006566803,0.007517773,0.006598138,0.006770094,-1.53534e-5,3.00699e-5,2.3621e-5,9.09595e-7,-2.08193e-5,4.87741e-6,0.997128143,0.986855914,0.98939639,0.999232835,0.989823865,0.984865653
